Model Auta,Verze modelu,Cena,Datum registrace,Najezd,Stk,Stav,Vykon,Objem motoru,Typ paliva,Typ prevodovky,Typ karoserie,Pocet dveri,Pocet mist,Barva exterieru,Adresa prodejce
BMW Řada 2,"218i A/T GT SPORT LINE, NAVIGA",529 900 Kč,7/2019,77945km,2/2027,Perfektní,103 kW / 140 PS,1 499 cm³,benzin,aut. převodovka,MPV,5 dveří,5 míst,černá metalíza,Kamýcká 40/7 Praha 6 16000
BMW Řada 1,116i Advantage,525 000 Kč,4/2022,14150km,4/2026,Velmi dobrý,80 kW / 109 PS,1 499 cm³,benzin,manuální převodovka,hatchback,5 dveří,5 míst,modrá metalíza,Bratří Štefanů 66 Hradec Králové 50003
BMW X5,xDrive 40d 230kW 1.MAJ. DPH ČR,529 999 Kč,8/2014,169750km,6/2026,Velmi dobrý,230 kW / 313 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,hnědá metalíza,Kunraticka Spojka 1169/1 Praha 4 14800
BMW X2,sDrive 18i/103 kW sDrive,529 900 Kč,4/2020,41380km,5/2026,neuvedeno,103 kW / 140 PS,1 499 cm³,benzin,manuální převodovka,SUV,5 dveří,5 míst,bílá metalíza,Pikovická 1818/15a Praha 4 - Braník 14700
BMW X2,2.0d xDrive 140kW AT8 Advantag,528 000 Kč,6/2018,118253km,3/2026,Perfektní,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,tmavě šedá metalíza,Vožická 2504 Tábor 39002
BMW X3,xDrive20d,529 000 Kč,2016,156100km,neuvedeno,Velmi dobrý,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,černá metalíza,Průběžná 76 Praha 10 10000
BMW X1,xDrive 18d 110kW M PAKET ČR,529 999 Kč,1/2017,99185km,1/2027,Velmi dobrý,110 kW / 150 PS,1 995 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,modrá,Kunraticka Spojka 1169/1 Praha 4 14800
BMW X5,3.0 /230kW,525 000 Kč,2014,194000km,neuvedeno,Perfektní,230 kW / 313 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,černá,
BMW Řada 3,320d xDrive Touring Advantage,522 000 Kč,2018,145640km,neuvedeno,neuvedeno,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,bílá,Přístavní 837/85 Ústí nad Labem 40007
BMW i3,"120 Ah, tep. čerpadlo, kamera",525 000 Kč,8/2020,26100km,10/2026,Perfektní,125 kW / 170 PS,neuvedeno,elektro,aut. převodovka,hatchback,5 dveří,4 místa,červená,Hodkovická 135 Liberec 46312
BMW X3,20d M Sport 140 kW xDrive,529 000 Kč,7/2018,232742km,6/2026,Velmi dobrý,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,modrá metalíza,K Novému nádraží 1345 Velké Meziříčí 59401
BMW Řada 4,"2,0 420d xDrive, sport-line",529 900 Kč,5/2017,148000km,1/2026,Velmi dobrý,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,kupé,5 dveří,5 míst,hnědá metalíza,Stéblová 65 Stéblová u Pardubic 53345
BMW Řada 5,M550d xDrive Touring,529 000 Kč,3/2014,163968km,3/2026,Perfektní,280 kW / 381 PS,2 993 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,bílá,Jenisov 187 Karlovy Vary 36001
BMW X2,sDrive 18i,525 000 Kč,2019,51700km,neuvedeno,Perfektní,100 kW / 136 PS,1 499 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,zlatá metalíza,Průběžná 76 Praha 10 10000
BMW X5,xDrive30d,520 000 Kč,2014,149917km,9/2026,Dobrý,190 kW / 258 PS,3 000 cm³,nafta,aut. převodovka,SUV,5 dveří,7 míst,bílá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW X2,20d x-Drive ČR 1.majitel,529 000 Kč,3/2018,81000km,2/2026,Perfektní,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,zlatá metalíza,Kolískova 473/15 Brno 60200
BMW X1,20d 140kW 4x4 A/T 1.CZ DPH,529 900 Kč,2019,157000km,6/2025,Perfektní,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,bílá,K Austisu 680 Praha 5 15400
BMW X2,sDrive18i M Sport,539 999 Kč,11/2019,59470km,neuvedeno,Velmi dobrý,103 kW / 140 PS,1 499 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,modrá metalíza,Kostelecká 933/77a Praha 9 Čakovice 19600
BMW Řada 5,530d GT xDrive Luxury Line,545 000 Kč,2017,208673km,neuvedeno,Dobrý,190 kW / 258 PS,2 993 cm³,nafta,aut. převodovka,liftback,5 dveří,5 míst,černá,K Vápence 2925 Pardubice V - Zelené Předměstí 53002
BMW Řada 3,320d xDrive/Full-LED/,539 000 Kč,2019,117389km,9/2025,Perfektní,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,černá,Dřevčická 8- Autobazar VIP CAR s Praha 10 10800
BMW X3,"2.0D, A/T, xDrive, M-Paket",535 000 Kč,2017,135000km,3/2025,Perfektní,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,bílá,Kateřinská 739 Stráž nad Nisou 46303
BMW X1,sDrive18i Advantage,539 999 Kč,7/2021,58823km,neuvedeno,Velmi dobrý,103 kW / 140 PS,1 499 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,černá,Kostelecká 933/77a Praha 9 Čakovice 19600
BMW X1,xDrive20d PDC Navi Led,540 000 Kč,9/2020,154000km,11/2026,Perfektní,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,modrá metalíza,Kolískova 473/15 Brno 60200
BMW i3,120Ah,539 000 Kč,11/2022,36200km,neuvedeno,neuvedeno,125 kW / 170 PS,neuvedeno,elektro,aut. převodovka,hatchback,5 dveří,4 místa,černá,Okruzni 49 Ceske Budejovice 37001
BMW X1,"sDrive18i, ČR,DPH",530 000 Kč,2019,92338km,12/2025,Velmi dobrý,103 kW / 140 PS,1 500 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,bílá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW X5,2.0 xDrive25d,530 000 Kč,8/2016,233000km,11/2026,Velmi dobrý,170 kW / 231 PS,1 995 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,hnědá metalíza,
BMW i3,"120Ah, 125kW, tepelné čerpadlo",539 900 Kč,2020,51465km,8/2026,neuvedeno,125 kW / 170 PS,neuvedeno,elektro,aut. převodovka,hatchback,5 dveří,4 místa,bílá,"Staré náměstí 15/6a Praha 6, Ruzyně 16100"
BMW Řada 5,"M Sport 520d, M-paket, automat",530 000 Kč,2017,166696km,9/2026,Dobrý,140 kW / 190 PS,2 000 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,modrá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 3,"320D XD M-PAKET, PĚKNÝ STAV",539 900 Kč,2018,107652km,1/2027,Perfektní,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,bílá,Plazy Mladá Boleslav 29301
BMW Řada 1,118i Hatchback,543 290 Kč,9/2021,79000km,neuvedeno,neuvedeno,103 kW / 140 PS,1 499 cm³,benzin,aut. převodovka,hatchback,5 dveří,5 míst,stříbrná metalíza,Okruzni 49 Ceske Budejovice 37001
BMW M6,N/A,539 000 Kč,2006,208000km,neuvedeno,neuvedeno,373 kW / 507 PS,4 999 cm³,benzin,aut. převodovka,kupé,2 dveře,4 místa,černá metalíza,S.K.Neumanna 2708 Pardubice 53002
BMW Řada 3,2.0 320d ADVANTAGE,539 000 Kč,8/2019,79460km,8/2025,neuvedeno,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,sedan,4 dveře,5 míst,černá,Zdibsko 495 Klecany 25067
BMW X3,"2,0i xDrive, koupeno v CZ",539 000 Kč,2/2016,104270km,9/2026,Perfektní,135 kW / 184 PS,1 997 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,černá metalíza,Lidická 265/70 Plzeň 32300
BMW i3,120 Ah 2021,539 000 Kč,2021,30900km,4/2025,Perfektní,125 kW / 170 PS,neuvedeno,elektro,aut. převodovka,hatchback,5 dveří,4 místa,bílá,Hrubínova 88 Poděbrady I 29001
BMW X4,"M Paket X xDrive20d, Původ ČR",530 000 Kč,2016,154020km,9/2026,Dobrý,140 kW / 190 PS,2 000 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,černá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW X3,"2,0 d 140 kW xDrive AT/8 Záruk",538 000 Kč,5/2018,173424km,5/2025,Perfektní,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,světle šedá metalíza,Vožická 2504 Tábor 39002
BMW Řada 6,"Luxury Line 630d GT, Led,DPH",540 000 Kč,2018,243044km,10/2026,Dobrý,195 kW / 265 PS,3 000 cm³,nafta,aut. převodovka,liftback,5 dveří,5 míst,šedá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 2,218d xDrive Gran Tourer,549 000 Kč,2017,116800km,neuvedeno,Perfektní,110 kW / 150 PS,1 995 cm³,nafta,aut. převodovka,MPV,5 dveří,5 míst,modrá metalíza,Průběžná 76 Praha 10 10000
BMW X1,"2,0 sDrive 18d Advantage LED",549 000 Kč,12/2019,58299km,6/2026,Perfektní,110 kW / 150 PS,1 995 cm³,nafta,manuální převodovka,SUV,5 dveří,5 míst,oranžová metalíza,Cihlářská 422 Uherský Brod 68801
BMW i3,"i3s, 135kW, 120Ah, tepelné čer",549 900 Kč,2019,71657km,2/2027,neuvedeno,135 kW / 184 PS,neuvedeno,elektro,aut. převodovka,hatchback,neuvedeno,neuvedeno,tmavě modrá,"Staré náměstí 15/6a Praha 6, Ruzyně 16100"
BMW X4,"3.0d XD,M-Paket ,ČR.1.MAJ.DPH",549 000 Kč,6/2017,191830km,6/2026,Perfektní,190 kW / 258 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,tmavě červená metalíza,Frýdlantská 2438 Frýdek-Místek 73801
BMW Řada 5,"530i xDrive,LUXURY Line,ČR",549 000 Kč,2017,189943km,neuvedeno,Velmi dobrý,185 kW / 252 PS,1 998 cm³,benzin,aut. převodovka,sedan,neuvedeno,neuvedeno,černá,Tovární 11 Brno - Chrlice 64300
BMW X5,40d xDrive TOP VÝBAVA,548 000 Kč,2014,178992km,neuvedeno,Velmi dobrý,230 kW / 313 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,bílá,Novohradská 1479/70 Č.Budějovice 37008
BMW Řada 1,"3,0 M135i xDrive 435 HP ČR",549 000 Kč,5/2013,96000km,9/2026,Velmi dobrý,235 kW / 320 PS,2 979 cm³,benzin,aut. převodovka,hatchback,5 dveří,5 míst,modrá metalíza,Ke Zvoli 794 Dolní Břežany 25241
BMW Řada 2,218i,549 000 Kč,7/2020,69309km,neuvedeno,Velmi dobrý,100 kW / 136 PS,1 499 cm³,benzin,neuvedeno,MPV,5 dveří,5 míst,modrá metalíza,Jeremiášova 1127/5 Praha 5 - Stodůlky 15500
BMW Řada 6,"650i xDrive, cabrio, 405PS",549 990 Kč,7/2012,175000km,11/2023,Perfektní,300 kW / 408 PS,4 395 cm³,benzin,aut. převodovka,kabriolet,3 dveře,4 místa,černá metalíza,Křižíkova 2411 Benešov 25601
BMW Řada 6,"640dxDrive,GranCoupe,REZERVACE",549 000 Kč,2016,238393km,neuvedeno,Perfektní,230 kW / 313 PS,2 993 cm³,nafta,aut. převodovka,kupé,4 dveře,5 míst,bílá,Tovární 11 Brno - Chrlice 64300
BMW i3,WindMill Limited Edition,546 000 Kč,9/2021,27142km,neuvedeno,Perfektní,125 kW / 170 PS,neuvedeno,elektro,aut. převodovka,hatchback,5 dveří,4 místa,bílá,Jenisov 187 Karlovy Vary 36001
BMW i3,"120 Ah, 2021 Super výbava",549 900 Kč,N/A,32700km,1/2025,Perfektní,125 kW / 170 PS,neuvedeno,elektro,aut. převodovka,hatchback,5 dveří,4 místa,černá,Hrubínova 88 Poděbrady I 29001
BMW i3,WindMill Limited Edition,549 000 Kč,8/2021,22054km,neuvedeno,Perfektní,125 kW / 170 PS,neuvedeno,elektro,aut. převodovka,hatchback,5 dveří,4 místa,bílá,Jenisov 187 Karlovy Vary 36001
BMW X4,3.0d 190 kW xDrive/xLine,548 990 Kč,2015,208200km,12/2026,Perfektní,190 kW / 258 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,bílá,Rokycanská 2656/2 Plzeň 31200
BMW i3,120 Ah 2021,549 900 Kč,2021,30500km,9/2025,Perfektní,125 kW / 170 PS,neuvedeno,elektro,aut. převodovka,hatchback,5 dveří,4 místa,zlatá metalíza,Hrubínova 88 Poděbrady I 29001
BMW Řada 3,"2,0 320D xDrive, M Sport",549 900 Kč,6/2018,132000km,9/2026,Velmi dobrý,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,sedan,4 dveře,5 míst,světle modrá metalíza,Stéblová 65 Stéblová u Pardubic 53345
BMW i3,120 Ah Sport,545 000 Kč,2021,26500km,1/2027,Perfektní,125 kW / 170 PS,neuvedeno,elektro,aut. převodovka,hatchback,5 dveří,4 místa,tmavě modrá metalíza,Hrubínova 88 Poděbrady I 29001
BMW X6,xDrive40d,549 000 Kč,12/2011,68000km,12/2025,Velmi dobrý,225 kW / 306 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,bílá,Tř.T.Bati 400 Zlín 76001
BMW X2,xDrive20d ///MSPORT DPH*ČR 1.M,548 000 Kč,4/2018,141568km,4/2026,Velmi dobrý,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,bílá,Družstevní 3894/28 Znojmo 66902
BMW X4,xDrive20d,549 000 Kč,11/2017,146605km,neuvedeno,Dobrý,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,SUV,5 dveří,neuvedeno,bílá,Řípská 5c Brno - Slatina 62700
BMW Řada 5,BMW 535D GT XDRIVE F07 220kW,555 850 Kč,3/2011,166888km,10/2026,Perfektní,220 kW / 299 PS,2 993 cm³,nafta,aut. převodovka,liftback,5 dveří,5 míst,světle modrá metalíza,Lovosická 778/2 PRAHA 9 - PROSEK 19000
BMW Řada 2,Series 220i AUT Gran Tourer,559 000 Kč,1/2022,70374km,neuvedeno,Perfektní,131 kW / 178 PS,1 998 cm³,benzin,aut. převodovka,MPV,5 dveří,5 míst,bílá,U Okruhu 688 Vestec 25250
BMW Řada 6,650i XDRIVE GC F06 330kW,549 999 Kč,12/2012,108150km,10/2026,Perfektní,330 kW / 449 PS,4 395 cm³,benzin,aut. převodovka,kupé,4 dveře,5 míst,zlatá metalíza,Lovosická 778/2 PRAHA 9 - PROSEK 19000
BMW Řada 3,"2,0 320d MHEV 140kW *Sport Lin",558 000 Kč,12/2020,141033km,1/2027,Perfektní,140 kW / 190 PS,1 995 cm³,nafta,neuvedeno,kombi,5 dveří,5 míst,světle zelená metalíza,Vožická 2504 Tábor 39002
BMW X1,xDrive 25d 170KW SERVIS.KN. ČR,549 999 Kč,11/2015,122210km,11/2025,Velmi dobrý,170 kW / 231 PS,1 995 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,černá metalíza,Kunraticka Spojka 1169/1 Praha 4 14800
BMW X1,xDrive18d 110kW SERVIS. KN. ČR,549 999 Kč,6/2019,90825km,8/2025,Velmi dobrý,110 kW / 150 PS,1 995 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,bílá,Kunraticka Spojka 1169/1 Praha 4 14800
BMW Řada 5,535d GT xDrive GRAND TURISMO,559 900 Kč,2012,133768km,10/2024,Velmi dobrý,220 kW / 299 PS,2 993 cm³,nafta,aut. převodovka,limuzína,5 dveří,5 míst,světle hnědá metalíza,Opavská 845 Ostrava-Svinov sjezd Dubí 72100
BMW Řada 5,"530d xDrive, 1.MAJ,ČR,DPH,NAVI",550 000 Kč,2020,243756km,4/2026,Dobrý,195 kW / 265 PS,3 000 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,šedá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW i3,120 Ah 2021,559 000 Kč,2021,33300km,8/2021,Perfektní,125 kW / 170 PS,neuvedeno,elektro,aut. převodovka,hatchback,5 dveří,4 místa,žlutá,Hrubínova 88 Poděbrady I 29001
BMW Řada 5,520d Touring xDrive SportLine,549 999 Kč,12/2019,177067km,neuvedeno,Velmi dobrý,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,bílá metalíza,Kostelecká 933/77a Praha 9 Čakovice 19600
BMW Řada 5,"530i, Koupeno v ČR",550 000 Kč,2017,157062km,10/2025,Dobrý,185 kW / 252 PS,2 000 cm³,benzin,aut. převodovka,sedan,4 dveře,5 míst,černá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW i3,"i3s, 135kW, 120Ah, tepelné čer",559 900 Kč,2019,62935km,2/2027,neuvedeno,135 kW / 184 PS,neuvedeno,elektro,aut. převodovka,hatchback,neuvedeno,neuvedeno,béžová,"Staré náměstí 15/6a Praha 6, Ruzyně 16100"
BMW Řada 6,"3,0 640d,230kW,xDrive,NovéČR,B",550 000 Kč,9/2012,270000km,7/2026,Velmi dobrý,230 kW / 313 PS,2 993 cm³,nafta,aut. převodovka,kupé,5 dveří,4 místa,bílá,Pražská 338 SLANÝ 27401
BMW Řada 1,ČR 7/22 1.5T 100KW M – NAVI,559 900 Kč,2022,14000km,7/2026,Perfektní,100 kW / 136 PS,1 499 cm³,benzin,manuální převodovka,hatchback,5 dveří,5 míst,modrá,Stará pošta 750 Rajhrad 66461
BMW Řada 5,530d xDrive M-Paket,559 999 Kč,11/2018,199900km,10/2025,Perfektní,195 kW / 265 PS,2 993 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,černá,Čestice 154 Čestice 51741
BMW Řada 5,530d xDrive SportLine,559 999 Kč,5/2017,168693km,neuvedeno,Velmi dobrý,195 kW / 265 PS,2 993 cm³,nafta,aut. převodovka,sedan,5 dveří,5 míst,šedá metalíza,Kostelecká 933/77a Praha 9 Čakovice 19600
BMW Řada 2,M Paket 218i Gran Coupé,560 000 Kč,2021,98888km,7/2025,Velmi dobrý,100 kW / 136 PS,1 500 cm³,benzin,aut. převodovka,sedan,4 dveře,5 míst,šedá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW i3,120 Ah 2021,555 000 Kč,2021,23355km,1/2027,Perfektní,125 kW / 170 PS,neuvedeno,elektro,aut. převodovka,hatchback,5 dveří,4 místa,černá,Hrubínova 88 Poděbrady I 29001
BMW Řada 4,M Paket 420d xDrive,550 000 Kč,2018,124770km,2/2027,Dobrý,140 kW / 190 PS,2 000 cm³,nafta,aut. převodovka,kupé,3 dveře,4 místa,červená,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 3,"M Sport 320 d xDrive, 84 tkm",560 000 Kč,2019,84360km,1/2027,Velmi dobrý,140 kW / 190 PS,2 000 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,bílá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 5,530d xDrive,570 000 Kč,2017,216366km,9/2025,Dobrý,195 kW / 265 PS,3 000 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,černá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW i3,i3s 135KW,569 000 Kč,2020,36500km,neuvedeno,Perfektní,135 kW / 184 PS,neuvedeno,elektro,neuvedeno,hatchback,5 dveří,5 míst,šedá,Průběžná 76 Praha 10 10000
BMW Řada 5,530d xDrive 195kW HEAD UP ČR,570 000 Kč,7/2018,175900km,3/2026,Velmi dobrý,195 kW / 265 PS,2 993 cm³,nafta,aut. převodovka,sedan,4 dveře,5 míst,světle šedá metalíza,Kunraticka Spojka 1169/1 Praha 4 14800
BMW Řada 3,"320d xDrive Luxury,ČR,1.Maj",567 999 Kč,10/2020,206775km,1/2027,neuvedeno,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,světle šedá metalíza,Holice 907 Olomouc 77900
BMW X1,sDrive 18i M sport,569 999 Kč,8/2021,56177km,neuvedeno,Velmi dobrý,100 kW / 136 PS,1 499 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,bílá,Kostelecká 933/77a Praha 9 Čakovice 19600
BMW Řada 4,420D Individual M-Paket 135kW,569 000 Kč,2014,186441km,3/2024,Velmi dobrý,135 kW / 184 PS,2 000 cm³,nafta,aut. převodovka,kabriolet,3 dveře,5 míst,bílá,Lipovka 142 Rychnov nad Kněžnou 51601
BMW i3,s 120Ah 135kw,569 000 Kč,2/2022,32058km,2/2026,Perfektní,135 kW / 184 PS,neuvedeno,elektro,aut. převodovka,hatchback,5 dveří,4 místa,šedá metalíza,Jenisov 187 Karlovy Vary 36001
BMW Řada 3,320d 140kW A/T ZADOKOLKA CZ,565 000 Kč,2020,103000km,6/2026,Perfektní,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,tmavě šedá,K Austisu 680 Praha 5 15400
BMW Řada 5,"540i xDrive, Sport Line, 4X4",565 000 Kč,4/2017,186400km,4/2025,Velmi dobrý,250 kW / 340 PS,2 998 cm³,benzin,aut. převodovka,sedan,4 dveře,5 míst,tmavě modrá metalíza,Pražská třída 1507 České Budějovice 37010
BMW Řada 4,418D-110 Gran Coupe SPORTLINE,569 000 Kč,2020,92000km,neuvedeno,Perfektní,110 kW / 150 PS,1 995 cm³,nafta,aut. převodovka,hatchback,4 dveře,5 míst,bílá metalíza,Komenského 2004 Kraslice - Karlovarský kraj 35801
BMW Řada 4,420xd GC Luxury AKČNÍ CENA!,569 900 Kč,1/2020,104000km,1/2026,Velmi dobrý,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,kupé,5 dveří,5 míst,šedá,Na Chodovci 2457/1 Praha 4 14100
BMW Řada 5,"Sport Line 530d, 195 kW, ČR 1",570 000 Kč,2018,105710km,3/2026,Velmi dobrý,195 kW / 265 PS,3 000 cm³,nafta,aut. převodovka,sedan,4 dveře,5 míst,šedá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 6,640i xDrive Gran Turismo Luxur,569 999 Kč,8/2018,200141km,neuvedeno,Velmi dobrý,250 kW / 340 PS,2 998 cm³,benzin,aut. převodovka,kupé,5 dveří,5 míst,stříbrná metalíza,Kostelecká 933/77a Praha 9 Čakovice 19600
BMW Řada 5,520D BUSINES PACKET SPORT,569 900 Kč,7/2019,171716km,2/2026,Perfektní,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,černá metalíza,Skaštická1221 Hulín 76824
BMW X5,"7 - MÍST, ČR, NAVIGACE",569 000 Kč,6/2016,145000km,6/2026,Perfektní,170 kW / 231 PS,1 995 cm³,nafta,aut. převodovka,SUV,5 dveří,7 míst,tmavě šedá metalíza,U DÝHÁRNY 1162 KRALUPY NAD VLTAVOU 27801
BMW X1,"xDrive20i, Xdrive, Automat",570 000 Kč,2019,66183km,12/2025,Perfektní,141 kW / 192 PS,2 000 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,šedá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW i3,WindMill Limited Edition,573 000 Kč,8/2021,10123km,neuvedeno,Perfektní,125 kW / 170 PS,neuvedeno,elektro,aut. převodovka,hatchback,5 dveří,4 místa,tmavě modrá metalíza,Jenisov 187 Karlovy Vary 36001
BMW Řada 5,530d xDrive ACC HUD Ventilace,569 000 Kč,4/2018,163300km,3/2026,Velmi dobrý,195 kW / 265 PS,2 993 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,světle šedá metalíza,Štefánikova 14 Plzeň 32600
BMW X4,"XDRIVE 3,0D HEAD UP DISPLAY",569 900 Kč,11/2014,142000km,9/2024,Velmi dobrý,190 kW / 258 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,černá metalíza,Kostelecká 4606 Prostějov 79601
BMW X5,XDRIVE 40D 230kW M-PAKET,569 990 Kč,11/2015,221421km,8/2026,Velmi dobrý,230 kW / 313 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,bílá metalíza,Kostelecká 1144/85 Praha 9 - Čakovice 19600
BMW X5,M50d xDrive/Head up/B&O/ČR,579 990 Kč,10/2016,231000km,1/2027,neuvedeno,280 kW / 381 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,černá metalíza,Křižíkova 2411 Benešov 25601
BMW X2,"xDrive20d, xDrive, automat",580 000 Kč,2018,95521km,5/2026,Velmi dobrý,140 kW / 190 PS,2 000 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,modrá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW X3,"M Sport xDrive30d, Nové ČR",580 000 Kč,2017,235430km,11/2025,Dobrý,195 kW / 265 PS,3 000 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,modrá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 4,440i xDrive GranCoupé,584 877 Kč,11/2017,156300km,10/2025,Perfektní,240 kW / 326 PS,2 998 cm³,benzin,aut. převodovka,liftback,5 dveří,5 míst,černá,Syllabova 1151/1 Ostrava 70300
BMW X3,3.0D 195kW XDRIVE,579 000 Kč,2018,160000km,neuvedeno,Velmi dobrý,195 kW / 265 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,šedá metalíza,S.K.Neumanna 2708 Pardubice 53002
BMW X5,"3,0 xDrive30d",585 000 Kč,5/2015,259976km,5/2025,Velmi dobrý,190 kW / 258 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,černá,Jáchymovská 350/81 Karlovy Vary 36004
BMW i3,120Ah 2021 SUPER VÝBAVA,579 000 Kč,2021,25100km,1/2026,Perfektní,125 kW / 170 PS,neuvedeno,elektro,aut. převodovka,hatchback,5 dveří,4 místa,modrá,Hrubínova 88 Poděbrady I 29001
BMW X5,3.0/190kW TOP STAV,579 000 Kč,2016,123870km,10/2024,Perfektní,190 kW / 258 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,bílá,Petrov 91 PETROV 91 69665
BMW Řada 5,520d,580 000 Kč,3/2019,127000km,12/2025,Perfektní,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,sedan,4 dveře,5 míst,černá,Černokostelecká 697/59 Říčany u Prahy 25101
BMW X5,"xDrive25d, ČR PŮVOD,4X4",580 000 Kč,2017,160937km,10/2026,Dobrý,170 kW / 231 PS,2 000 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,černá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 5,Luxury Line 520d xDrive,580 000 Kč,2019,136550km,6/2026,Dobrý,140 kW / 190 PS,2 000 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,modrá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 5,530i xDrive,579 000 Kč,9/2017,153273km,neuvedeno,Velmi dobrý,185 kW / 252 PS,1 998 cm³,benzin,aut. převodovka,sedan,5 dveří,5 míst,modrá metalíza,Jeremiášova 1127/5 Praha 5 - Stodůlky 15500
